snapshot date,snapshot timestamp,event id,event name,event datetime,venue,listings counted,low price,median price,high price,currency,stubhub url,median method
20260303,2026-03-03 09:16:26 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,313,67.77,74.42,3414.05,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 11:15:39 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,372,67.15,79.93,3373.98,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 13:14:48 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,317,66.25,73.37,3334.72,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 15:07:46 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,320,67.15,73.41,3373.98,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 17:06:42 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,321,67.15,75.51,3373.98,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 19:19:31 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,320,61.96,70.97,3414.05,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 21:56:02 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,317,61.40,81.43,3373.98,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260303,2026-03-03 23:32:53 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,356,61.96,77.60,3414.05,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260304,2026-03-04 01:14:38 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,357,61.40,77.25,3373.98,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260304,2026-03-04 03:09:49 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,357,61.96,77.97,3414.05,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260304,2026-03-04 05:11:24 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,358,61.96,77.97,3414.05,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260304,2026-03-04 07:10:04 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,311,63.34,72.67,3493.38,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
20260304,2026-03-04 09:15:24 EST,158891615,Big Ten Women's Basketball Tournament - Session 7,2026-03-08T14:15:00,Gainbridge Fieldhouse,310,66.00,74.75,3373.98,USD,https://www.stubhub.com/big-ten-women-s-basketball-tournament-indianapolis-tickets-3-8-2026/event/158891615/,histogram-weighted-midpoint
