snapshot_date,snapshot_timestamp,event_id,sport_key,sport_title,commence_time,home_team,away_team,bookmaker_key,bookmaker_title,bookmaker_last_update,market_key,market_last_update,home_price,away_price,draw_price
20260228,2026-02-28 11:01:11 EST,a114d7feecc6a4d63ae1140ed4c00c72,basketball_wncaab,WNCAAB,2026-02-28T16:00:00Z,Tenn-Martin Skyhawks,Tennessee St Tigers,betrivers,BetRivers,2026-02-28T16:00:47Z,h2h,2026-02-28T16:00:47Z,-3335,850,
20260228,2026-02-28 11:01:11 EST,e6c6f5635270c35a66719e6d5bd7e9ac,basketball_wncaab,WNCAAB,2026-02-28T16:30:00Z,Boston Univ. Terriers,American Eagles,betrivers,BetRivers,2026-02-28T16:00:47Z,h2h,2026-02-28T16:00:47Z,-420,280,
20260228,2026-02-28 13:01:16 EST,a114d7feecc6a4d63ae1140ed4c00c72,basketball_wncaab,WNCAAB,2026-02-28T16:00:00Z,Tenn-Martin Skyhawks,Tennessee St Tigers,betrivers,BetRivers,2026-02-28T17:52:09Z,h2h,2026-02-28T17:52:09Z,260,-435,
20260228,2026-02-28 13:01:16 EST,a114d7feecc6a4d63ae1140ed4c00c72,basketball_wncaab,WNCAAB,2026-02-28T16:00:00Z,Tenn-Martin Skyhawks,Tennessee St Tigers,fanduel,FanDuel,2026-02-28T17:49:03Z,h2h,2026-02-28T17:49:02Z,225,-320,
20260228,2026-02-28 13:01:16 EST,e6c6f5635270c35a66719e6d5bd7e9ac,basketball_wncaab,WNCAAB,2026-02-28T16:30:00Z,Boston Univ. Terriers,American Eagles,fanduel,FanDuel,2026-02-28T18:00:50Z,h2h,2026-02-28T18:00:50Z,118,-158,
20260228,2026-02-28 13:01:16 EST,e6c6f5635270c35a66719e6d5bd7e9ac,basketball_wncaab,WNCAAB,2026-02-28T16:30:00Z,Boston Univ. Terriers,American Eagles,betmgm,BetMGM,2026-02-28T18:01:06Z,h2h,2026-02-28T18:01:06Z,-120,-105,
20260228,2026-02-28 13:01:16 EST,04b77d695fc7156c37b95eac0443bff2,basketball_wncaab,WNCAAB,2026-02-28T17:00:00Z,Western Michigan Broncos,Massachusetts Minutewomen,betmgm,BetMGM,2026-02-28T18:01:06Z,h2h,2026-02-28T18:01:06Z,1600,-10000,
20260228,2026-02-28 13:01:16 EST,6a513ff4901c7d84a20ba078440cd318,basketball_wncaab,WNCAAB,2026-02-28T17:00:00Z,Western Michigan Broncos,UMass Lowell River Hawks,fanduel,FanDuel,2026-02-28T18:00:50Z,h2h,2026-02-28T18:00:50Z,2000,-20000,
20260228,2026-02-28 13:01:16 EST,7c39ec8404a701fa8c06ebd434249d23,basketball_wncaab,WNCAAB,2026-02-28T19:00:00Z,Indiana Hoosiers,Penn State Nittany Lions,betrivers,BetRivers,2026-02-28T18:00:50Z,h2h,2026-02-28T18:00:50Z,-480,310,
20260228,2026-02-28 13:01:16 EST,7c39ec8404a701fa8c06ebd434249d23,basketball_wncaab,WNCAAB,2026-02-28T19:00:00Z,Indiana Hoosiers,Penn State Nittany Lions,fanduel,FanDuel,2026-02-28T18:00:50Z,h2h,2026-02-28T18:00:50Z,-470,310,
